,Unnamed: 0,Player,ID,URL
68,68,Malcolm Brogdon,brogdma01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/brogdma01.jpg
69,69,Aaron Brooks,brookaa01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/brookaa01.jpg
70,70,Anthony Brown,brownan02,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/brownan02.jpg
71,71,Anthony Brown,brownan02,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/brownan02.jpg
72,72,Anthony Brown,brownan02,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/brownan02.jpg
73,73,Bobby Brown,brownbo02,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/brownbo02.jpg
74,74,Jaylen Brown,brownja02,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/brownja02.jpg
75,75,Nicolás Brussino,brussni01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/brussni01.jpg
76,76,Reggie Bullock,bullore01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/bullore01.jpg
77,77,Trey Burke,burketr01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/burketr01.jpg
78,78,Alec Burks,burksal01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/burksal01.jpg
79,79,Jimmy Butler,butleji01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/butleji01.jpg
80,80,Bruno Caboclo,cabocbr01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/cabocbr01.jpg
81,81,José Calderón,caldejo01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/caldejo01.jpg
82,82,José Calderón,caldejo01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/caldejo01.jpg
83,83,José Calderón,caldejo01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/caldejo01.jpg
84,84,Kentavious Caldwell-Pope,caldwke01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/caldwke01.jpg
85,85,Isaiah Canaan,canaais01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/canaais01.jpg
86,86,Clint Capela,capelca01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/capelca01.jpg
87,87,DeMarre Carroll,carrode01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/carrode01.jpg
88,88,Vince Carter,cartevi01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/cartevi01.jpg
89,89,Michael Carter-Williams,cartemi01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/cartemi01.jpg
90,90,Omri Casspi,casspom01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/casspom01.jpg
91,91,Omri Casspi,casspom01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/casspom01.jpg
92,92,Omri Casspi,casspom01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/casspom01.jpg
93,93,Omri Casspi,casspom01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/casspom01.jpg
94,94,Willie Cauley-Stein,caulewi01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/caulewi01.jpg
95,95,Tyson Chandler,chandty01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/chandty01.jpg
96,96,Wilson Chandler,chandwi01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/chandwi01.jpg
97,97,Marquese Chriss,chrisma01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/chrisma01.jpg
98,98,Rakeem Christmas,chrisra01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/chrisra01.jpg
99,99,Semaj Christon,chrisse01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/chrisse01.jpg
100,100,Ian Clark,clarkia01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/clarkia01.jpg
101,101,Jordan Clarkson,clarkjo01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/clarkjo01.jpg
102,102,Norris Cole,coleno01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/coleno01.jpg
103,103,Darren Collison,collida01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/collida01.jpg
104,104,Nick Collison,collini01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/collini01.jpg
105,105,Mike Conley,conlemi01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/conlemi01.jpg
106,106,Pat Connaughton,connapa01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/connapa01.jpg
107,107,Quinn Cook,cookqu01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/cookqu01.jpg
108,108,Quinn Cook,cookqu01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/cookqu01.jpg
109,109,Quinn Cook,cookqu01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/cookqu01.jpg
110,110,DeMarcus Cousins,couside01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/couside01.jpg
111,111,DeMarcus Cousins,couside01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/couside01.jpg
112,112,DeMarcus Cousins,couside01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/couside01.jpg
113,113,Robert Covington,covinro01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/covinro01.jpg
114,114,Allen Crabbe,crabbal01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/crabbal01.jpg
115,115,Jamal Crawford,crawfja01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/crawfja01.jpg
116,116,Jordan Crawford,crawfjo02,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/crawfjo02.jpg
117,117,Jae Crowder,crowdja01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/crowdja01.jpg
118,118,Dante Cunningham,cunnida01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/cunnida01.jpg
119,119,Seth Curry,curryse01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/curryse01.jpg
120,120,Stephen Curry,curryst01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/curryst01.jpg
121,121,Troy Daniels,danietr01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/danietr01.jpg
122,122,Anthony Davis,davisan02,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/davisan02.jpg
123,123,Deyonta Davis,davisde01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/davisde01.jpg
124,124,Ed Davis,davised01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/davised01.jpg
125,125,Dewayne Dedmon,dedmode01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/dedmode01.jpg
126,126,Sam Dekker,dekkesa01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/dekkesa01.jpg
127,127,Malcolm Delaney,delanma01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/delanma01.jpg
128,128,Matthew Dellavedova,dellama01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/dellama01.jpg
129,129,Luol Deng,denglu01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/denglu01.jpg
130,130,DeMar DeRozan,derozde01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/derozde01.jpg
131,131,Cheick Diallo,diallch01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/diallch01.jpg
132,132,Boris Diaw,diawbo01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/diawbo01.jpg
133,133,Gorgui Dieng,dienggo01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/dienggo01.jpg
134,134,Spencer Dinwiddie,dinwisp01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/dinwisp01.jpg
135,135,Toney Douglas,douglto01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/douglto01.jpg
136,136,Goran Dragić,dragigo01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/dragigo01.jpg
137,137,Andre Drummond,drumman01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/drumman01.jpg
138,138,Jared Dudley,dudleja01,https://d2cwpp38twqe55.cloudfront.net/req/202003231/images/players/dudleja01.jpg
